Kood;Vanem;Tegevusala tekst;SIIA KUULUB;SIIA KUULUB VEEL;SIIA EI KUULU;ERIALALIIDUD;ON ERINÕUDEID?
7491;749;Patentide vahendamine ja turundus;"Siia klassi kuulub:
- patentidega seotud vahendus- ja turundustegevus
Siia klassi kuulub ka:
- tööstusomandi õiguste (patendid, litsentsid, kaubamärgid, frantsiisid jne) haldusteenused
- õiguste kollektiivse haldamise organisatsioonide tegevus
- intellektuaalomandi õiguste (nt autoriõiguste) ja nende tulude haldusteenused";;intellektuaalomandi jms toodete rentimine, vt 7740;;EI
74911;7491;Patentide vahendamine ja turundus;"Siia klassi kuulub:
- patentidega seotud vahendus- ja turundustegevus
Siia klassi kuulub ka:
- tööstusomandi õiguste (patendid, litsentsid, kaubamärgid, frantsiisid jne) haldusteenused
- õiguste kollektiivse haldamise organisatsioonide tegevus
- intellektuaalomandi õiguste (nt autoriõiguste) ja nende tulude haldusteenused";;intellektuaalomandi jms toodete rentimine, vt 77401;;EI
7499;749;Kogu muu mujal liigitamata kutse-, teadus- ja tehnikaalane tegevus;"Siia klassi kuuluvad väga erinevad, ennekõike äriklientidele osutatavad teenused. Siia kuuluvad tegevused, mis nõuavad kõrgemat kutsealast, teaduslikku ja tehnilist pädevust, kuid see ei hõlma jooksvaid, rutiinseid ärifunktsioone, mis on üldiselt lühiajalised.
Siia klassi kuulub:
- ärivahendustegevus, s.o väikeste ja keskmise suurusega ettevõtete ostu-müügi korraldamine, k.a kutsetegevused, kuid mitte kinnisvaravahendus
- hindamistegevus, v.a kinnisvara hindamine ja kindlustusega seotud hindamine (antiikesemed, ehted jne)
- arvete auditeerimine ja veosetariifidest teavitamine 
- ilmaennustustegevus
- tööohutusalane ja töötervishoiualane nõustamine 
- agronoomiaalane nõustamine
- keskkonnaalane nõustamine
- energiasäästualane nõustamine
- muu tehniline nõustamine
- (ehitus)projekti eelarvestajate tegevus
Siia klassi kuulub ka:
- üksikisikuid esindavate agentide ja agentuuride tegevus, mis tavaliselt hõlmab (esindatavatele) osade leidmist filmides, teatrilavastustes vm meelelahutus- või spordiprojektides ning raamatute, näidendite, kunstiteoste, fotode jne vahendamist kirjastajatele, produtsentidele jne
- ehitusprojektide majandusteenused, nt ehitusökonomistide tegevus
- (järelevalve)nõukogu tegevused
- jahimajanduse valdkonnas projektide planeerimine ja väljatöötamine 
- ulukite arvukuse hindamise tegevused";;"hulgimüügiga tegelevate oksjonimajade tegevus ja hulgimüügioksjonid internetis, vt 461
jaemüügiga tegelevate oksjonimajade tegevus ja jaemüügioksjonid internetis, vt 479
kinnisvaramaaklerite tegevus, vt 6831
raamatupidamine, vt 6920
juhtimisalane nõustamine, vt 7020
arhitektuurialane ja insenertehniline nõustamine, vt 711
keskkonnatehnika-inseneride tegevus, vt 7112
geodeetilised mõõdistustööd, vt 7112
tööstusdisain, masinate projekteerimine, vt 7112, 7411
veterinaarkontroll ja proovide võtmine toiduainete tootmises, vt 7120
reklaamide eksponeerimine ja muu reklaamikujundus, vt 7311
müügiedendusteenused, vt 7311
patentide vahendamine, vt 7491
tööstusomandi õiguste (patendid, litsentsid, kaubamärgid, frantsiisid jne) haldamise teenused, vt 7491
turvakonsultantide tegevus, vt 8009
konverentside ja messide korraldamine, vt 8230
lojaalsusprogrammide haldamine, vt 8299
arstide konsultatsioonid, vt 862
laenu- ja võlanõustamine, vt 8899";;JAH
74991;7499;Kogu muu mujal liigitamata kutse-, teadus- ja tehnikaalane tegevus;"Siia klassi kuuluvad väga erinevad, ennekõike äriklientidele osutatavad teenused. Siia kuuluvad tegevused, mis nõuavad kõrgemat kutsealast, teaduslikku ja tehnilist pädevust, kuid see ei hõlma jooksvaid, rutiinseid ärifunktsioone, mis on üldiselt lühiajalised.
Siia klassi kuulub:
- ärivahendustegevus, s.o väikeste ja keskmise suurusega ettevõtete ostu-müügi korraldamine, k.a kutsetegevused, kuid mitte kinnisvaravahendus
- hindamistegevus, v.a kinnisvara hindamine ja kindlustusega seotud hindamine (antiikesemed, ehted jne)
- arvete auditeerimine ja veosetariifidest teavitamine 
- ilmaennustustegevus
- tööohutusalane ja töötervishoiualane nõustamine 
- agronoomiaalane nõustamine
- keskkonnaalane nõustamine
- energiasäästualane nõustamine
- muu tehniline nõustamine
- (ehitus)projekti eelarvestajate tegevus
Siia klassi kuulub ka:
- üksikisikuid esindavate agentide ja agentuuride tegevus, mis tavaliselt hõlmab (esindatavatele) osade leidmist filmides, teatrilavastustes vm meelelahutus- või spordiprojektides ning raamatute, näidendite, kunstiteoste, fotode jne vahendamist kirjastajatele, produtsentidele jne
- ehitusprojektide majandusteenused, nt ehitusökonomistide tegevus
- (järelevalve)nõukogu tegevused
- jahimajanduse valdkonnas projektide planeerimine ja väljatöötamine 
- ulukite arvukuse hindamise tegevused";keeletoimetaja tegevused;"hulgimüügiga tegelevate oksjonimajade tegevus ja hulgimüügioksjonid internetis, vt 461
jaemüügiga tegelevate oksjonimajade tegevus ja jaemüügioksjonid internetis, vt 479
kinnisvaramaaklerite tegevus, vt 68311
raamatupidamine, vt 69202
juhtimisalane nõustamine, vt 70201
arhitektuurialane ja insenertehniline nõustamine, vt 711
keskkonnatehnika-inseneride tegevus, vt 71121
geodeetilised mõõdistustööd, vt 71122
tööstusdisain, masinate projekteerimine, vt 71129, 74111
veterinaarkontroll ja proovide võtmine toiduainete tootmises, vt 71209
reklaamide eksponeerimine ja muu reklaamikujundus, vt 73111
müügiedendusteenused, vt 73111
patentide vahendamine, vt 74911
tööstusomandi õiguste (patendid, litsentsid, kaubamärgid, frantsiisid jne) haldamise teenused, vt 74911
turvakonsultantide tegevus, vt 80091
konverentside ja messide korraldamine, vt 82301
lojaalsusprogrammide haldamine, vt 82991
arstide konsultatsioonid, vt 862
laenu- ja võlanõustamine, vt 88991";;JAH
75;N;Veterinaaria;"Siia ossa kuuluvad kvalifitseeritud veterinaararstide loomatervishoiualased tegevused (põllumajandus- või lemmikloomade ravi ja tervise kontrolli). Veterinaarteenust osutatakse loomakliinikutes, koduvisiitidel, farmides, kasvandustes, erapraksise korras isiklikes vastuvõtu- ja kirurgiakabinettides või mujal.
Siia kuulub ka veterinaarkiirabi tegevus.";;;"Eesti E-kaubanduse Liit
Eesti Kaubandus-Tööstuskoda
Eesti Tööandjate Keskliit
Eesti Väike – ja Keskmiste Ettevõtjate Assotsiatsioon (EVEA)
Rahvusvaheline Kaubanduskoda ICC Eesti";EI
750;75;Veterinaaria;;;;;EI
7500;750;Veterinaaria;"Siia klassi kuulub: 
- põllumajandusloomade tervishoid ja tervise kontroll
- lemmikloomade tervishoid ja tervise kontroll
Veterinaarteenust osutatakse loomakliinikutes, koduvisiitidel, farmides, kasvandustes, erapraksise korras isiklikes vastuvõtu- ja kirurgiakabinettides või mujal.
Siia klassi kuulub ka:
- veterinaarassistentide või muu veterinaari abipersonali tegevus
- kliinilis-patoloogilised ja muud loomadega seotud diagnostilised tegevused
- veterinaarkiirabi tegevus
- loomade kiropraktikute tegevus
- loomade dietoloogide tegevus";;"põllumajandusloomade pidamine ilma veterinaarteenuseta, vt 0162
lammaste pügamine, vt 0162
karjakontroll, karjaajamine, loomade söödalevõtt, lindude kohitsemine, vt 0162
kunstliku seemendamisega seotud tegevused, vt 0162
loomade tapmiseelne testimine ja kontroll seoses toidutootmisega, vt 7120
loomageneetika teadusuuringud, vt 7210
lemmikloomade majutus ilma veterinaarteenuseta, vt 9699";;JAH
75001;7500;Veterinaaria;"Siia klassi kuulub: 
- põllumajandusloomade tervishoid ja tervise kontroll
- lemmikloomade tervishoid ja tervise kontroll
Veterinaarteenust osutatakse loomakliinikutes, koduvisiitidel, farmides, kasvandustes, erapraksise korras isiklikes vastuvõtu- ja kirurgiakabinettides või mujal.
Siia klassi kuulub ka:
- veterinaarassistentide või muu veterinaari abipersonali tegevus
- kliinilis-patoloogilised ja muud loomadega seotud diagnostilised tegevused
- veterinaarkiirabi tegevus
- loomade kiropraktikute tegevus
- loomade dietoloogide tegevus";;"põllumajandusloomade pidamine ilma veterinaarteenuseta, vt 01621
lammaste pügamine, vt 01621
karjakontroll, karjaajamine, loomade söödalevõtt, lindude kohitsemine, vt 01621
kunstliku seemendamisega seotud tegevused, vt 01621
loomade tapmiseelne testimine ja kontroll seoses toidutootmisega, vt 71209
loomageneetika teadusuuringud, vt 72101
lemmikloomade majutus ilma veterinaarteenuseta, vt 96991";;JAH
O;;HALDUS- JA ABITEGEVUSED;Siia jakku kuuluvad mitmesugused üldist äritegevust toetavad tegevused. Need tegevused erinevad jaos N loetletutest, kuna nende esmane eesmärk ei ole erialateadmiste edasiandmine.;;;"Eesti E-kaubanduse Liit
Eesti Kaubandus-Tööstuskoda
Eesti Tööandjate Keskliit
Eesti Väike – ja Keskmiste Ettevõtjate Assotsiatsioon (EVEA)
Rahvusvaheline Kaubanduskoda ICC Eesti";EI
77;O;Rentimine ja kasutusrent;Siia ossa kuulub materiaalse ja immateriaalse (mittefinantsilise) põhivara rent ja kasutusrent ning nende vahendus. Liisingutüüpidest kuulub sellese ossa ainult kasutusrent. Rendileandja kannab kõik majanduslikud riskid üleantava materiaalse ja mittefinantsilise immateriaalse vara osas, vahendajal aga puudub majanduslik risk vahendatava materiaalse ja mittefinantsilise immateriaalse vara osas. Selles osas käsitletakse mitmesuguseid materiaalseid kaupu, nt sõidukid, arvutid, tarbekaubad, tööstusmasinad- ja seadmed, mida renditakse klientidele perioodiliste rendi- või kasutusrendimaksete eest.;;"seadmete rent koos operaatoriga, vt vastavaid klasse seadmega tehtavate tegevuste järgi, nt ehitus (jagu F), transport (jagu H)
sisu (nt tarkvara, raamatud) voogedastus sisu väljaandja poolt, vt osa 58
audioraamatute voogedastustegevused, mis ei ole seotud raamatute avaldamisega, vt 6010
kapitalirent, vt 6491
kinnisvara rentimine, vt jagu M";"Eesti E-kaubanduse Liit
Eesti Kaubandus-Tööstuskoda
Eesti Tööandjate Keskliit
Eesti Väike – ja Keskmiste Ettevõtjate Assotsiatsioon (EVEA)
Rahvusvaheline Kaubanduskoda ICC Eesti";EI
771;77;Mootorsõidukite rentimine ja kasutusrent;;;;;EI
7711;771;Sõiduautode ja väikebusside rentimine ja kasutusrent;"Siia klassi kuulub:
- mootorsõidukite (täismassiga mitte rohkem kui 3,5 tonni) rentimine ja kasutusrent ilma juhita, sõltumata rendiaja pikkusest või makseviisist, nt perioodiline tellimus:
 • sõiduautod, autosuvilad, muud ilma juhita kergsõidukid
- ühiskasutuses olevate autode rent
Siia klassi kuulub ka:
- eraisiku enda auto rent ja kasutusrent ilma juhita
- mootorrataste rent ja kasutusrent";;"sõiduautode või kergsõidukite rentimine või kasutusrent koos juhiga, vt 4933
sõiduautode ja kergsõidukite rentimise või kasutusrendi vahendusteenused, vt 7751";;JAH
77111;7711;Sõiduautode ja väikebusside (täismassiga kuni 3,5 t) rentimine ja kasutusrent;"Siia klassi kuulub:
- mootorsõidukite (täismassiga mitte rohkem kui 3,5 tonni) rentimine ja kasutusrent ilma juhita, sõltumata rendiaja pikkusest või makseviisist, nt perioodiline tellimus: sõiduautod, autosuvilad, muud ilma juhita kergsõidukid
- ühiskasutuses olevate autode rent
Siia klassi kuulub ka:
- eraisiku enda auto rent ja kasutusrent ilma juhita
- mootorrataste rent ja kasutusrent";;"sõiduautode või kergsõidukite rentimine või kasutusrent koos juhiga, vt 49331
sõiduautode ja kergsõidukite rentimise või kasutusrendi vahendusteenused, vt 77511";;JAH
7712;771;Veokite rentimine ja kasutusrent;"Siia klassi kuulub:
- järgmist tüüpi sõidukite rentimine ja kasutusrent:
 • veoautod, autosuvilad, haagisveokid ja raskeveokid (täismassiga rohkem kui 3,5 tonni) ilma juhita";;"kaubaveoks mõeldud raskeveokite või veoautode rentimine või kasutusrent koos juhiga, vt 4941, 4942
maismaatranspordivahendite (v.a mootorsõidukid) rentimine või kasutusrent ilma juhita, nt haagissuvilad, vt 7739";;JAH
77121;7712;Veokite rentimine ja kasutusrent;"Siia klassi kuulub:
- järgmist tüüpi sõidukite rentimine ja kasutusrent: veoautod, autosuvilad, haagisveokid ja raskeveokid (täismassiga rohkem kui 3,5 tonni) ilma juhita";"muude maismaasõidukite, nt sadulvedukite rentimine ilma juhita
traktorite rentimine";"kaubaveoks mõeldud raskeveokite või veoautode rentimine või kasutusrent koos juhiga, vt 49411, 49421
maismaatranspordivahendite (v.a mootorsõidukid) rentimine või kasutusrent ilma juhita, nt haagissuvilad, vt 77399";;JAH
772;77;Tarbeesemete ja kodumasinate väljaüürimine ja kasutusrent;Siia gruppi kuulub tarbe- ja kodukaupade rentimine, samuti vabaaja- ja spordivarustuse ning videoplaatide rent. Üldjuhul on tegu kaupade lühiajalise rentimisega, kuigi mõnel juhul võidakse kaupa rentida ka pikemaks ajaks.;;;;EI
7721;772;Vabaaja- ja sporditarvete väljaüürimine ja kasutusrent;"Siia klassi kuulub vabaaja- ja sporditarvete rentimine, nt:
- lõbusõidulaevad, teisaldatavad paatmajad, kanuud, purjekad ja jahtlaevad ilma juhita 
- jalgrattad, k.a elektrilised jalgrattad
- suusad";;"lõbusõidu- ja purjelaevade rentimine koos meeskonnaga, vt 5010, 5030
lühiajalise majutuse pakkumine mitteliigutatavates paatmajades, vt 5520
mitteliigutatavate paatmajade üürimine peamisteks elukohtadeks, vt 6820
videolintide ja -plaatide rentimine, vt 7722
muude tarbe- ja kodukaupade rentimine, vt 7722
veetranspordivahendite rentimine või kasutusrent reisija- või kaubaveoks, nt paadid, laevad, hõljukid, ilma juhita, vt 7734
puhkerajatiste lahutamatuks osaks oleva vabaaja- ja meelelahutusvarustuse rentimine, vt 9329";;EI
77211;7721;Vabaaja- ja sporditarvete väljaüürimine ja kasutusrent;"Siia klassi kuulub vabaaja- ja sporditarvete rentimine, nt:
- lõbusõidulaevad, teisaldatavad paatmajad, kanuud, purjekad ja jahtlaevad ilma juhita 
- jalgrattad, k.a elektrilised jalgrattad
- suusad";"golfivarustuse, pallimänguvahendite jms rentimine
matkavarustuse rentimine
plaanerite, purilennukite jms rentimine
surfilaudade, veesuuskade jms rentimine
uiskude rentimine";"lõbusõidu- ja purjelaevade rentimine koos meeskonnaga, vt 50101, 50301
lühiajalise majutuse pakkumine mitteliigutatavates paatmajades, vt 55202
mitteliigutatavate paatmajade üürimine peamisteks elukohtadeks, vt 68201
videolintide ja -plaatide rentimine, vt 77221
muude tarbe- ja kodukaupade rentimine, vt 77221
veetranspordivahendite rentimine või kasutusrent reisija- või kaubaveoks, nt paadid, laevad, hõljukid, ilma juhita, vt 77341
puhkerajatiste lahutamatuks osaks oleva vabaaja- ja meelelahutusvarustuse rentimine, vt 93291";;EI
7722;772;Muude tarbeesemete ja kodumasinate väljaüürimine ja kasutusrent;"Siia klassi kuulub:
- igasuguste majapidamistarvete või isiklike tarbeesemete rentimine kodumajapidamistele või ettevõtetele (v.a vabaaja- ja spordivarustus):
 • tekstiil, rõivad ja jalatsid, nt kardinad, kostüümid, pulmakleidid ja kingad
 • mööbel, keraamika ja klaas, köögi- ja lauanõud, elektriseadmed ja kodutarbed
 • ehted, muusikariistad, dekoratsioonid ja kostüümid
 • raamatud, teadusajakirjad ja meelelahutusajakirjad
 • mitte-professionaalses kasutuses olevad masinad ja seadmed, nt tööriistad kodu remondiks
 • lilled ja taimed
 • elektroonikaseadmed majapidamises kasutamiseks
- videomängude, videoplaatide, heliplaatide jms laenutamine.
- paviljonide ja kergkonstruktsioonide rent ilma lisateenusteta";;"telkides majutusteenuse pakkumine, vt 5530
arvutimängude pakkumine väljaandja poolt (ühekordsed ostud ja ka perioodilised tellimused, samuti mängusisesed ja rakendusesisesed ostud), vt 5821
sõltumatud arvutimängude/videomängude internetikeskkonnad, vt 6039
autode, mootorrataste, veoautode, haagisveokite ja vabaajasõidukite rentimine ilma juhita, vt 771
vabaaja- ja spordikaupade rentimine, vt 7721
kontorimööbli rentimine, vt 7733
haagissuvilate rentimine, vt 7739
ürituste telkide rentimine, vt 7739";;EI
77221;7722;Muude tarbeesemete ja kodumasinate väljaüürimine ja kasutusrent;"Siia klassi kuulub:
- videomängude, videoplaatide, heliplaatide jms laenutamine.
- paviljonide ja kergkonstruktsioonide rent ilma lisateenusteta
Igasuguste majapidamistarvete või isiklike tarbeesemete rentimine kodumajapidamistele või ettevõtetele (v.a vabaaja- ja spordivarustus):
- tekstiil, rõivad ja jalatsid, nt kardinad, kostüümid, pulmakleidid ja kingad
- mööbel, keraamika ja klaas, köögi- ja lauanõud, elektriseadmed ja kodutarbed
- ehted, muusikariistad, dekoratsioonid ja kostüümid
- raamatud, teadusajakirjad ja meelelahutusajakirjad
- mitte-professionaalses kasutuses olevad masinad ja seadmed, nt tööriistad kodu remondiks
- lilled ja taimed
- elektroonikaseadmed majapidamises kasutamiseks";"(inva)abivahendite (nt kargud) jms toodete rentimine
muruniidukite (ilma operaatorita), lehepuhurite, lumepuhurite jms rentimine
porivaipade rentimine (ilma pesumaja teenuseta)
skulptuuride, maalide rentimine";"telkides majutusteenuse pakkumine, vt 5530
arvutimängude pakkumine väljaandja poolt (ühekordsed ostud ja ka perioodilised tellimused, samuti mängusisesed ja rakendusesisesed ostud), vt 58211
sõltumatud arvutimängude/videomängude internetikeskkonnad, vt 60391
autode, mootorrataste, veoautode, haagisveokite ja vabaajasõidukite rentimine ilma juhita, vt 771
vabaaja- ja spordikaupade rentimine, vt 77211
kontorimööbli rentimine, vt 77331
haagissuvilate rentimine, vt 77399
ürituste telkide rentimine, vt 77399";;EI
773;77;Muude masinate, seadmete ja materiaalse vara rentimine ja kasutusrent;;;;;EI
7731;773;Põllumajandusmasinate ja -seadmete rentimine ja kasutusrent;"Siia klassi kuulub:
- põllu- ja metsatöömasinate ja -seadmete rentimine ja kasutusrent ilma operaatorita:
 • toodetena klassi 2830 liigituvate põllu- ja metsatöömasinate rent, nt põllumajandustraktorid";;põllu- ja metsatöömasinate või -seadmete rentimine koos juhiga, vt 0161, 0240;;JAH
77311;7731;Põllumajandusmasinate ja -seadmete rentimine ja kasutusrent;"Siia klassi kuulub:
- põllu- ja metsatöömasinate ja -seadmete rentimine ja kasutusrent ilma operaatorita: toodetena klassi 2830 liigituvate põllu- ja metsatöömasinate rent, nt põllumajandustraktorid";oksapurustaja rentimine;põllu- ja metsatöömasinate või -seadmete rentimine koos juhiga, vt 01611, 02401;;JAH
